segment_id,source_line_no,original_start_sec,original_end_sec,original_duration_sec,cut_start_sec,cut_end_sec,cut_duration_sec,ici,file_name,file_path
16,17,229.167771,229.281484,0.11371300000001838,229.14777099999998,229.30148400000002,0.15371300000003885,15.0,click_train_00016_start_229.168s_ici_15.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00016_start_229.168s_ici_15.0.wav
17,18,229.312719,229.952307,0.6395880000000034,229.29271899999998,229.972307,0.6795880000000238,95.0,click_train_00017_start_229.313s_ici_95.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00017_start_229.313s_ici_95.0.wav
18,19,230.684724,230.719557,0.03483300000002032,230.66472399999998,230.73955700000002,0.07483300000004078,5.0,click_train_00018_start_230.685s_ici_5.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00018_start_230.685s_ici_5.0.wav
19,20,232.237146,232.997937,0.7607910000000118,232.21714599999999,233.01793700000002,0.8007910000000322,85.0,click_train_00019_start_232.237s_ici_85.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00019_start_232.237s_ici_85.0.wav
20,21,233.734411,233.974865,0.24045399999999972,233.71441099999998,233.994865,0.2804540000000202,30.0,click_train_00020_start_233.734s_ici_30.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00020_start_233.734s_ici_30.0.wav
21,22,235.636208,236.299911,0.6637029999999982,235.616208,236.31991100000002,0.7037030000000186,65.0,click_train_00021_start_235.636s_ici_65.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00021_start_235.636s_ici_65.0.wav
22,23,236.707911,236.73426,0.026349000000010392,236.68791099999999,236.75426000000002,0.06634900000003086,5.0,click_train_00022_start_236.708s_ici_5.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00022_start_236.708s_ici_5.0.wav
23,24,236.73426,236.951344,0.21708399999999983,236.71426,236.97134400000002,0.2570840000000203,30.0,click_train_00023_start_236.734s_ici_30.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00023_start_236.734s_ici_30.0.wav
24,25,237.091083,237.209318,0.11823499999999854,237.071083,237.229318,0.158235000000019,20.0,click_train_00024_start_237.091s_ici_20.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00024_start_237.091s_ici_20.0.wav
25,26,237.407557,237.503786,0.0962289999999939,237.387557,237.523786,0.13622900000001437,15.0,click_train_00025_start_237.408s_ici_15.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00025_start_237.408s_ici_15.0.wav
26,27,241.189552,241.471479,0.28192699999999604,241.16955199999998,241.491479,0.3219270000000165,60.0,click_train_00026_start_241.190s_ici_60.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00026_start_241.190s_ici_60.0.wav
27,28,242.206,242.808792,0.6027920000000222,242.18599999999998,242.82879200000002,0.6427920000000427,80.0,click_train_00027_start_242.206s_ici_80.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00027_start_242.206s_ici_80.0.wav
28,29,243.029854,243.459609,0.4297550000000001,243.009854,243.479609,0.4697550000000206,55.0,click_train_00028_start_243.030s_ici_55.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00028_start_243.030s_ici_55.0.wav
29,30,243.513807,243.816063,0.30225599999999986,243.493807,243.83606300000002,0.3422560000000203,65.0,click_train_00029_start_243.514s_ici_65.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00029_start_243.514s_ici_65.0.wav
30,31,243.876813,244.169125,0.2923120000000097,243.856813,244.18912500000002,0.33231200000003014,65.0,click_train_00030_start_243.877s_ici_65.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00030_start_243.877s_ici_65.0.wav
31,32,244.724943,245.416156,0.6912130000000047,244.704943,245.436156,0.7312130000000252,40.0,click_train_00031_start_244.725s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00031_start_244.725s_ici_40.0.wav
32,33,245.416156,245.608917,0.1927609999999902,245.396156,245.628917,0.23276100000001065,20.0,click_train_00032_start_245.416s_ici_20.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00032_start_245.416s_ici_20.0.wav
33,34,245.608917,245.964437,0.3555200000000127,245.58891699999998,245.984437,0.3955200000000332,55.0,click_train_00033_start_245.609s_ici_55.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00033_start_245.609s_ici_55.0.wav
34,35,246.222568,246.302844,0.0802759999999978,246.20256799999999,246.322844,0.12027600000001826,20.0,click_train_00034_start_246.223s_ici_20.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00034_start_246.223s_ici_20.0.wav
35,36,246.957156,247.265906,0.3087500000000034,246.937156,247.285906,0.3487500000000239,70.0,click_train_00035_start_246.957s_ici_70.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00035_start_246.957s_ici_70.0.wav
36,37,247.322849,247.694042,0.3711930000000052,247.30284899999998,247.714042,0.4111930000000257,60.0,click_train_00036_start_247.323s_ici_60.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00036_start_247.323s_ici_60.0.wav
37,38,247.78574,248.088333,0.30259300000000167,247.76574,248.10833300000002,0.34259300000002213,40.0,click_train_00037_start_247.786s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00037_start_247.786s_ici_40.0.wav
38,39,248.126464,248.38649,0.2600260000000105,248.106464,248.40649000000002,0.300026000000031,40.0,click_train_00038_start_248.126s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00038_start_248.126s_ici_40.0.wav
39,40,248.724354,248.909818,0.18546399999999608,248.704354,248.929818,0.22546400000001654,40.0,click_train_00039_start_248.724s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00039_start_248.724s_ici_40.0.wav
40,41,249.07075,249.803568,0.7328180000000089,249.05075,249.82356800000002,0.7728180000000293,35.0,click_train_00040_start_249.071s_ici_35.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00040_start_249.071s_ici_35.0.wav
41,42,249.845995,250.495594,0.6495990000000234,249.82599499999998,250.51559400000002,0.6895990000000438,45.0,click_train_00041_start_249.846s_ici_45.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00041_start_249.846s_ici_45.0.wav
42,43,250.920677,251.205943,0.2852659999999787,250.900677,251.225943,0.32526599999999917,40.0,click_train_00042_start_250.921s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00042_start_250.921s_ici_40.0.wav
43,44,251.502875,252.672005,1.169130000000024,251.48287499999998,252.69200500000002,1.2091300000000444,35.0,click_train_00043_start_251.503s_ici_35.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00043_start_251.503s_ici_35.0.wav
44,45,254.107484,254.841812,0.734328000000005,254.087484,254.86181200000001,0.7743280000000254,25.0,click_train_00044_start_254.107s_ici_25.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00044_start_254.107s_ici_25.0.wav
45,46,254.841812,255.364479,0.5226669999999842,254.821812,255.384479,0.5626670000000047,30.0,click_train_00045_start_254.842s_ici_30.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00045_start_254.842s_ici_30.0.wav
46,47,255.379156,255.964385,0.5852289999999982,255.35915599999998,255.984385,0.6252290000000187,30.0,click_train_00046_start_255.379s_ici_30.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00046_start_255.379s_ici_30.0.wav
47,48,255.990755,256.913609,0.922854000000001,255.970755,256.933609,0.962853999999993,20.0,click_train_00047_start_255.991s_ici_20.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00047_start_255.991s_ici_20.0.wav
48,49,256.913609,264.173422,7.259813000000008,256.893609,264.193422,7.299812999999972,15.0,click_train_00048_start_256.914s_ici_15.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00048_start_256.914s_ici_15.0.wav
49,50,264.252734,264.669943,0.41720900000001393,264.232734,264.68994299999997,0.45720899999997755,75.0,click_train_00049_start_264.253s_ici_75.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00049_start_264.253s_ici_75.0.wav
50,51,265.282443,265.319516,0.037073000000020784,265.262443,265.339516,0.0770729999999844,5.0,click_train_00050_start_265.282s_ici_5.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00050_start_265.282s_ici_5.0.wav
51,52,265.580234,265.627745,0.04751099999998587,265.56023400000004,265.647745,0.08751099999994949,10.0,click_train_00051_start_265.580s_ici_10.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00051_start_265.580s_ici_10.0.wav
52,53,265.906896,265.971563,0.06466699999998582,265.88689600000004,265.991563,0.10466699999994944,10.0,click_train_00052_start_265.907s_ici_10.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00052_start_265.907s_ici_10.0.wav
53,54,266.012964,266.262021,0.24905699999999342,265.99296400000003,266.282021,0.28905699999995704,40.0,click_train_00053_start_266.013s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00053_start_266.013s_ici_40.0.wav
54,55,266.487047,266.709609,0.22256199999998216,266.46704700000004,266.729609,0.2625619999999458,45.0,click_train_00054_start_266.487s_ici_45.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00054_start_266.487s_ici_45.0.wav
55,56,268.027042,268.367589,0.34054700000001503,268.007042,268.387589,0.38054699999997865,60.0,click_train_00055_start_268.027s_ici_60.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00055_start_268.027s_ici_60.0.wav
