file_name,file_path_x,sample_rate,num_samples,duration_sec,rms_energy,peak_amplitude,mean_abs_amplitude,zero_crossing_rate,spectral_centroid_hz,spectral_bandwidth_hz,spectral_rolloff_85_hz,dominant_frequency_hz,low_freq_est_hz,high_freq_est_hz,bandwidth_est_hz,estimated_peak_count,estimated_click_rate_per_sec,estimated_mean_ici_sec,estimated_min_ici_sec,segment_id,source_line_no,original_start_sec,original_end_sec,original_duration_sec,cut_start_sec,cut_end_sec,cut_duration_sec,ici,file_path_y,PC1,PC2,cluster
click_train_00010_start_203.687s_ici_10.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00010_start_203.687s_ici_10.0.wav,192000,24717,0.128734375,0.0355127267539501,0.234168529510498,0.0285471621900796,0.0660705615795436,2667.807469485197,8278.57414527634,2718.75,656.25,93.75,1500.0,1406.25,15,116.51899502366793,0.0081387648809523,0.001265625,10,11,203.687094,203.775833,0.0887390000000039,203.667094,203.795833,0.1287390000000243,10.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00010_start_203.687s_ici_10.0.wav,-3.50501935959221,0.765928579772269,1
click_train_00011_start_206.110s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00011_start_206.110s_ici_40.0.wav,192000,64055,0.3336197916666666,0.041310928761959,0.3221533894538879,0.0326890163123607,0.0606987853998189,2410.7873548376224,7167.809186940473,1593.75,468.75,0.0,1125.0,1125.0,42,125.89181172429944,0.0080426829268292,0.00121875,11,12,206.110349,206.403969,0.2936199999999758,206.090349,206.423969,0.3336199999999962,40.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00011_start_206.110s_ici_40.0.wav,-3.4998062747251617,0.9174543901201863,1
click_train_00012_start_206.591s_ici_5.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00012_start_206.591s_ici_5.0.wav,192000,12615,0.065703125,0.0453070923686027,0.1648609936237335,0.0361512266099453,0.057079435547804,2015.4063375801056,6044.957476643111,1968.75,750.0,375.0,1781.25,1406.25,8,121.75980975029726,0.0039330357142857,0.0019374999999999,12,13,206.590891,206.616594,0.0257029999999929,206.570891,206.636594,0.0657030000000133,5.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00012_start_206.591s_ici_5.0.wav,-3.719288582623248,1.215707569857012,1
click_train_00013_start_217.838s_ici_5.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00013_start_217.838s_ici_5.0.wav,192000,15039,0.078328125,0.0289770029485225,0.1197241097688674,0.023193584755063,0.0786008777763,2767.5000316790533,9022.957575974924,2250.0,468.75,187.5,1593.75,1406.25,13,165.96848194693797,0.0063606770833333,0.0024739583333333,13,14,217.838375,217.876708,0.0383329999999944,217.818375,217.896708,0.0783330000000148,5.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00013_start_217.838s_ici_5.0.wav,-3.4329740471096364,1.1216056879047565,1
click_train_00014_start_222.782s_ici_105.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00014_start_222.782s_ici_105.0.wav,192000,220196,1.1468541666666667,0.0183531045913696,0.5028534531593323,0.0142617477104067,0.1278503144939712,6215.557273645243,14940.211136995224,8250.0,375.0,93.75,1406.25,1312.5,181,157.8230303911061,0.0063250289351851,0.001,14,15,222.782313,223.889167,1.1068539999999985,222.762313,223.909167,1.146854000000019,105.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00014_start_222.782s_ici_105.0.wav,-1.828976690186936,1.0676885506282,1
click_train_00015_start_227.132s_ici_70.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00015_start_227.132s_ici_70.0.wav,192000,112665,0.586796875,0.0348840206861496,0.1995300203561782,0.0275230668485164,0.0709454661648796,2789.043954374619,7830.133980002976,3750.0,843.75,93.75,3750.0,3656.25,90,153.37504992677407,0.0065428370786516,0.0010208333333333,15,16,227.132099,227.678896,0.546796999999998,227.112099,227.698896,0.5867970000000184,70.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00015_start_227.132s_ici_70.0.wav,-3.2792634185738465,1.2216927090660172,1
click_train_00016_start_229.168s_ici_15.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00016_start_229.168s_ici_15.0.wav,192000,29512,0.1537083333333333,0.0309291146695613,0.2263863086700439,0.0247378274798393,0.0694317373182881,2649.893787031812,8632.739152000784,1593.75,1031.25,281.25,1218.75,937.5,24,156.1398753049607,0.0046243206521739,0.0011145833333333,16,17,229.167771,229.281484,0.1137130000000183,229.147771,229.301484,0.1537130000000388,15.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00016_start_229.168s_ici_15.0.wav,-3.45868689621441,1.2099910329054648,1
click_train_00017_start_229.313s_ici_95.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00017_start_229.313s_ici_95.0.wav,192000,130480,0.6795833333333333,0.0266757495701313,0.2164983004331588,0.021328505128622,0.0813387594938649,3131.0578732332965,9461.843925415036,3468.75,843.75,93.75,1687.5,1593.75,115,169.22133660331085,0.0058275767543859,0.001,17,18,229.312719,229.952307,0.6395880000000034,229.292719,229.972307,0.6795880000000238,95.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00017_start_229.313s_ici_95.0.wav,-3.16096776353062,1.321611199847757,1
click_train_00018_start_230.685s_ici_5.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00018_start_230.685s_ici_5.0.wav,192000,14367,0.074828125,0.0240278467535972,0.089602343738079,0.0192171055823564,0.0948071836280105,3917.186327046011,10971.172165239845,4218.75,843.75,0.0,1781.25,1781.25,14,187.09542702025476,0.004780048076923,0.001,18,19,230.684724,230.719557,0.0348330000000203,230.664724,230.739557,0.0748330000000407,5.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00018_start_230.685s_ici_5.0.wav,-3.108933246144611,1.2557168314597964,1
click_train_00019_start_232.237s_ici_85.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00019_start_232.237s_ici_85.0.wav,192000,153751,0.8007864583333333,0.0354722738265991,0.9936216473579408,0.0266930498182773,0.0714081300813008,4475.479686994777,11322.22769633878,3656.25,1031.25,0.0,3656.25,3656.25,80,99.90178925665523,0.0099644646624472,0.0010104166666666,19,20,232.237146,232.997937,0.7607910000000118,232.217146,233.017937,0.8007910000000322,85.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00019_start_232.237s_ici_85.0.wav,-2.236979661170415,0.1983290503271103,1
click_train_00020_start_233.734s_ici_30.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00020_start_233.734s_ici_30.0.wav,192000,53848,0.2804583333333333,0.0331671237945556,0.378002256155014,0.0259262043982744,0.0711645959849202,3693.39348656888,9251.433449070437,4406.25,937.5,93.75,4781.25,4687.5,34,121.23012925271136,0.0081278409090909,0.0010052083333333,20,21,233.734411,233.974865,0.2404539999999997,233.714411,233.994865,0.2804540000000202,30.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00020_start_233.734s_ici_30.0.wav,-3.033508374012616,0.6414466915228063,1
click_train_00021_start_235.636s_ici_65.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00021_start_235.636s_ici_65.0.wav,192000,135111,0.703703125,0.0376138947904109,0.2504653930664062,0.0297346524894237,0.0615868551550588,1943.6518430898136,6898.2868578774,1218.75,937.5,93.75,1218.75,1125.0,76,108.00008881586253,0.0092051388888888,0.0010260416666666,21,22,235.636208,236.299911,0.6637029999999982,235.616208,236.319911,0.7037030000000186,65.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00021_start_235.636s_ici_65.0.wav,-3.5935239947901167,0.9333037900257951,1
click_train_00022_start_236.708s_ici_5.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00022_start_236.708s_ici_5.0.wav,192000,12739,0.0663489583333333,0.0593146346509456,0.3886227011680603,0.0461095869541168,0.0498508400062804,1920.63870173109,4963.489132053266,1593.75,1031.25,281.25,1687.5,1406.25,6,90.4309600439595,0.009671875,0.0021666666666666,22,23,236.707911,236.73426,0.0263490000000103,236.687911,236.75426,0.0663490000000308,5.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00022_start_236.708s_ici_5.0.wav,-3.530475254663349,0.7759654224879253,1
click_train_00023_start_236.734s_ici_30.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00023_start_236.734s_ici_30.0.wav,192000,49361,0.2570885416666666,0.0512967817485332,0.9939268231391908,0.0378511548042297,0.0608995137763371,6493.037449939648,12944.038331683198,19031.25,1031.25,187.5,1687.5,1500.0,13,50.56623650250197,0.01908984375,0.0014322916666666,23,24,236.73426,236.951344,0.2170839999999998,236.71426,236.971344,0.2570840000000203,30.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00023_start_236.734s_ici_30.0.wav,-1.8703595967422244,-0.7672903743782327,1
click_train_00024_start_237.091s_ici_20.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00024_start_237.091s_ici_20.0.wav,192000,30382,0.1582395833333333,0.0435823425650596,0.9937742352485656,0.0321309305727481,0.0667851617787432,5794.231378296174,10582.7643741866,16218.75,1031.25,0.0,5062.5,5062.5,14,88.47343821999868,0.0086947115384615,0.0016458333333333,24,25,237.091083,237.209318,0.1182349999999985,237.071083,237.229318,0.158235000000019,20.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00024_start_237.091s_ici_20.0.wav,-1.992687663930931,-0.12665030966598906,1
click_train_00025_start_237.408s_ici_15.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00025_start_237.408s_ici_15.0.wav,192000,26156,0.1362291666666666,0.046124167740345,0.9939268231391908,0.0336001142859458,0.0733320588797553,8548.49318259001,13839.829100218272,22781.25,750.0,187.5,1500.0,1312.5,13,95.42743538767397,0.0103836805555555,0.0010104166666666,25,26,237.407557,237.503786,0.0962289999999939,237.387557,237.523786,0.1362290000000143,15.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00025_start_237.408s_ici_15.0.wav,-1.56493672175143,-0.22012252468251414,1
click_train_00026_start_241.190s_ici_60.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00026_start_241.190s_ici_60.0.wav,192000,61810,0.3219270833333333,0.0462505966424942,0.4596087634563446,0.0357602946460247,0.049717678655212,2150.4351849983536,6062.220400996333,2812.5,843.75,93.75,3468.75,3375.0,30,93.18880440058244,0.0087462284482758,0.0011458333333333,26,27,241.189552,241.471479,0.281926999999996,241.169552,241.491479,0.3219270000000165,60.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00026_start_241.190s_ici_60.0.wav,-3.434244329310902,0.6263673587932641,1
click_train_00027_start_242.206s_ici_80.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00027_start_242.206s_ici_80.0.wav,192000,123417,0.642796875,0.0455567240715026,0.5878780484199524,0.0354582220315933,0.0558679587735787,3824.174583226922,10630.319917156832,3375.0,843.75,93.75,1500.0,1406.25,66,102.676292569095,0.0098026442307692,0.0010572916666666,27,28,242.206,242.808792,0.6027920000000222,242.186,242.828792,0.6427920000000427,80.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00027_start_242.206s_ici_80.0.wav,-2.8849958755631198,0.5167011122529696,1
click_train_00028_start_243.030s_ici_55.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00028_start_243.030s_ici_55.0.wav,192000,90193,0.4697552083333333,0.044252973049879,0.2754600644111633,0.0351066477596759,0.0522108390988114,1757.0549155900676,5966.863456037416,1500.0,843.75,93.75,1687.5,1593.75,55,117.08225693789984,0.0086279899691358,0.0010572916666666,28,29,243.029854,243.459609,0.4297550000000001,243.009854,243.479609,0.4697550000000206,55.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00028_start_243.030s_ici_55.0.wav,-3.6654927118632177,0.9797820956371892,1
click_train_00029_start_243.514s_ici_65.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00029_start_243.514s_ici_65.0.wav,192000,65714,0.3422604166666667,0.0451905131340026,0.2566606700420379,0.0356132090091705,0.0518314488761736,1826.6938509371216,5905.163232367504,1500.0,843.75,93.75,1687.5,1593.75,36,105.18306601333047,0.009019494047619,0.0011510416666666,29,30,243.513807,243.816063,0.3022559999999998,243.493807,243.836063,0.3422560000000203,65.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00029_start_243.514s_ici_65.0.wav,-3.7183967108197895,0.8614704747039315,1
click_train_00030_start_243.877s_ici_65.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00030_start_243.877s_ici_65.0.wav,192000,63804,0.3323125,0.0463208332657814,0.5088656544685364,0.0356499701738357,0.0555616507060796,2161.8828315498067,6502.070779347853,1781.25,937.5,93.75,1687.5,1593.75,37,111.34098175662967,0.008205005787037,0.0010208333333333,30,31,243.876813,244.169125,0.2923120000000097,243.856813,244.189125,0.3323120000000301,65.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00030_start_243.877s_ici_65.0.wav,-3.34584075243642,0.80421057373033,1
click_train_00031_start_244.725s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00031_start_244.725s_ici_40.0.wav,192000,140392,0.7312083333333333,0.0428679548203945,0.3660084903240204,0.0336865931749343,0.0557585600216538,2407.870174230061,7166.448823770239,1875.0,937.5,0.0,1781.25,1781.25,97,132.65713146048208,0.0075086263020833,0.001,31,32,244.724943,245.416156,0.6912130000000047,244.704943,245.436156,0.7312130000000252,40.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00031_start_244.725s_ici_40.0.wav,-3.379861061459555,1.0808871063838414,1
click_train_00032_start_245.416s_ici_20.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00032_start_245.416s_ici_20.0.wav,192000,44691,0.232765625,0.0407438687980175,0.3419904112815857,0.0322441086173057,0.0594092638174088,2717.84627577978,7975.570147323499,2062.5,656.25,93.75,1781.25,1687.5,31,133.18117741827214,0.0075970486111111,0.0012604166666666,32,33,245.416156,245.608917,0.1927609999999902,245.396156,245.628917,0.2327610000000106,20.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00032_start_245.416s_ici_20.0.wav,-3.3947173944375586,0.8983538185614615,1
click_train_00033_start_245.609s_ici_55.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00033_start_245.609s_ici_55.0.wav,192000,75939,0.395515625,0.0410428568720817,0.2803735435009002,0.0326598957180976,0.05206879296268,2152.857181280259,6953.568624159974,1687.5,937.5,93.75,1593.75,1500.0,52,131.47394619365545,0.0076979166666666,0.0010260416666666,33,34,245.608917,245.964437,0.3555200000000127,245.588917,245.984437,0.3955200000000332,55.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00033_start_245.609s_ici_55.0.wav,-3.6087895205954537,1.00710441635038,1
click_train_00034_start_246.223s_ici_20.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00034_start_246.223s_ici_20.0.wav,192000,23093,0.1202760416666666,0.0419101640582084,0.4900051951408386,0.0330760218203067,0.0529620647843408,2272.712920133743,7041.694603702852,1593.75,937.5,93.75,1593.75,1500.0,16,133.02732429740615,0.0072364583333333,0.0010156249999999,34,35,246.222568,246.302844,0.0802759999999978,246.202568,246.322844,0.1202760000000182,20.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00034_start_246.223s_ici_20.0.wav,-3.4095356266772945,0.8496324866565278,1
click_train_00035_start_246.957s_ici_70.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00035_start_246.957s_ici_70.0.wav,192000,66960,0.34875,0.0545515976846218,0.9968565702438354,0.0340931825339794,0.0675786675428247,19788.02644784209,21139.033903230345,40687.5,937.5,93.75,1593.75,1500.0,11,31.54121863799283,0.0289244791666666,0.0011979166666666,35,36,246.957156,247.265906,0.3087500000000034,246.937156,247.285906,0.3487500000000239,70.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00035_start_246.957s_ici_70.0.wav,-0.3297839297671002,-2.115973406766684,0
click_train_00036_start_247.323s_ici_60.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00036_start_247.323s_ici_60.0.wav,192000,78949,0.4111927083333333,0.0565408617258071,0.9953001737594604,0.0363007150590419,0.0617875056999544,17905.11050793729,19976.829154849223,39281.25,937.5,93.75,1687.5,1593.75,12,29.183396876464553,0.0342760416666666,0.0015156249999999,36,37,247.322849,247.694042,0.3711930000000052,247.302849,247.714042,0.4111930000000257,60.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00036_start_247.323s_ici_60.0.wav,-0.51872826404701,-2.281249026985063,0
click_train_00037_start_247.786s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00037_start_247.786s_ici_40.0.wav,192000,65777,0.3425885416666667,0.0603972971439361,0.9962462186813354,0.0381270907819271,0.0667872780345414,18315.30409752804,20105.20905225297,38250.0,375.0,93.75,1687.5,1593.75,13,37.946394636423065,0.0262860243055555,0.0033333333333333,37,38,247.78574,248.088333,0.3025930000000016,247.76574,248.108333,0.3425930000000221,40.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00037_start_247.786s_ici_40.0.wav,-0.4434529630940688,-1.9086423630102394,0
click_train_00038_start_248.126s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00038_start_248.126s_ici_40.0.wav,192000,57605,0.3000260416666667,0.0497380830347538,0.9940183758735656,0.0371854789555072,0.0583813624053885,6213.56113166851,12273.682907808112,17343.75,937.5,187.5,1781.25,1593.75,27,89.99218817810953,0.0104070512820512,0.0014479166666666,38,39,248.126464,248.38649,0.2600260000000105,248.106464,248.40649,0.300026000000031,40.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00038_start_248.126s_ici_40.0.wav,-1.9579878359101635,-0.09765312216118165,1
click_train_00039_start_248.724s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00039_start_248.724s_ici_40.0.wav,192000,43290,0.22546875,0.0687169581651687,0.9942014813423156,0.0391921736299991,0.0659982905588024,22769.166043622416,20547.11625687779,42843.75,1031.25,0.0,36375.0,36375.0,7,31.04643104643105,0.0325616319444444,0.0304322916666666,39,40,248.724354,248.909818,0.185463999999996,248.704354,248.929818,0.2254640000000165,40.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00039_start_248.724s_ici_40.0.wav,1.475236125414964,-4.159675160945084,0
click_train_00040_start_249.071s_ici_35.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00040_start_249.071s_ici_35.0.wav,192000,148381,0.7728177083333333,0.0608317330479621,0.9942625164985656,0.0367677323520183,0.0661814260682032,20438.005271182315,21359.777038988068,42093.75,1031.25,93.75,1875.0,1781.25,35,45.28881730140652,0.0217751225490196,0.001078125,40,41,249.07075,249.803568,0.7328180000000089,249.05075,249.823568,0.7728180000000293,35.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00040_start_249.071s_ici_35.0.wav,-0.16117921326521017,-1.5905641358255438,0
click_train_00041_start_249.846s_ici_45.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00041_start_249.846s_ici_45.0.wav,192000,132403,0.6895989583333333,0.0385805778205394,0.989562690258026,0.0295200403779745,0.0669400764338907,4798.903246947375,11504.030505503091,4875.0,1031.25,0.0,1593.75,1593.75,72,104.40851038118473,0.0092117811032863,0.0010052083333333,41,42,249.845995,250.495594,0.6495990000000234,249.825995,250.515594,0.6895990000000438,45.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00041_start_249.846s_ici_45.0.wav,-2.2935977561523124,0.2577089125516549,1
click_train_00042_start_250.921s_ici_40.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00042_start_250.921s_ici_40.0.wav,192000,62452,0.3252708333333333,0.0424843207001686,0.9457685947418212,0.0299706533551216,0.0689340442907239,4403.147627405604,10081.793566486183,7218.75,375.0,0.0,1875.0,1875.0,16,49.18977774931147,0.0184152777777777,0.0010520833333333,42,43,250.920677,251.205943,0.2852659999999787,250.900677,251.225943,0.3252659999999991,40.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00042_start_250.921s_ici_40.0.wav,-2.4737793704096913,-0.5405975491387273,1
click_train_00043_start_251.503s_ici_35.0.wav,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00043_start_251.503s_ici_35.0.wav,192000,232153,1.2091302083333333,0.0416546873748302,0.9939573407173156,0.0313078351318836,0.0635144215858575,5484.399392927061,11306.808425207557,12656.25,375.0,0.0,1593.75,1593.75,108,89.32040507768583,0.0107469334112149,0.0010052083333333,43,44,251.502875,252.672005,1.169130000000024,251.482875,252.692005,1.2091300000000444,35.0,/Users/nfot413/dolphin_project/official_click_features/segments/click_train_00043_start_251.503s_ici_35.0.wav,-2.091203814006676,0.15469442456630964,1
