cluster,count,original_duration_sec,rms_energy,peak_amplitude,mean_abs_amplitude,zero_crossing_rate,spectral_centroid_hz,spectral_bandwidth_hz,spectral_rolloff_85_hz,dominant_frequency_hz,low_freq_est_hz,high_freq_est_hz,bandwidth_est_hz,estimated_peak_count,estimated_click_rate_per_sec,estimated_mean_ici_sec,estimated_min_ici_sec
0,1793,0.4238075437813687,0.12171625940786744,0.9957568539432221,0.061620906782811756,0.07592866174113444,19825.642441528405,17864.658403658203,36398.00613496933,2848.839235917457,129.20036252091467,27964.636781929727,27835.436419408812,42.62855549358617,75.3088405856802,0.016566322984834587,0.0035843354945156608
1,1184,0.375064704391876,0.0664869555259576,0.5555222939158714,0.04478133770376062,0.053089286793894186,3488.2691632447873,8302.668829025799,5519.76879222973,707.8758445945946,52.734375,2343.6708192567567,2290.9364442567567,47.8285472972973,107.21213053772048,0.00954470649105265,0.0012237295889639171
2,346,3.587337699421963,0.22777764987997232,0.9993778990872334,0.12282299627200023,0.11066970943582302,20759.578425882344,16741.754051296168,37834.08598265896,7175.668352601156,857.568641618497,29743.406791907513,28885.83815028902,1006.9508670520231,266.76262557055395,0.004085722886081999,0.0012023723506742253
