window_start_sec,window_end_sec,window_mid_min,whistle_count,click_train_count,whistle_cluster0_count,click_cluster0_count,whistle_cluster1_count,click_cluster1_count,whistle_cluster2_count,click_cluster2_count,whistle_cluster0_ratio,click_cluster0_ratio,whistle_cluster1_ratio,click_cluster1_ratio,whistle_cluster2_ratio,click_cluster2_ratio,mean_official_ici,min_official_ici,mean_click_rate,mean_click_energy,mean_whistle_energy,mean_whistle_centroid,mean_whistle_bandwidth,foraging_score,social_score,arousal_score,conflict_like_score,avoidance_stress_score,courtship_affiliative_score,positive_like_score,negative_like_score,final_behavior_candidate,confidence,valence_candidate,arousal_level
870.0,900.0,14.75,1,13,1,8,0,5,0,0,1.0,0.6153846153846154,0.0,0.38461538461538464,0.0,0.0,44.23076923076923,5.0,83.15830929667504,0.0856918282806873,0.0580464266240596,3516.791469233307,1031.25,0.2267858580090003,0.46253968253968253,0.03223147733395384,0.2815098528301619,0.02176658576291298,0.1683884768797866,0.19762330515623044,0.04538875516970589,Social communication candidate,medium,positive-like candidate,low
900.0,930.0,15.25,6,27,6,2,0,25,0,0,1.0,0.07407407407407407,0.0,0.9259259259259259,0.0,0.0,29.074074074074073,5.0,131.38138314434804,0.056471148850741164,0.051016228894392605,2316.1784042720033,3437.5,0.29572934813848545,0.7014285714285715,0.06470397276898124,0.29756170182264363,0.09603641540027177,0.3255560757220599,0.30587051459446607,0.055089491407558075,Social communication candidate,high,positive-like candidate,low
930.0,960.0,15.75,15,5,15,0,0,5,0,0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,5.0,132.71620917715052,0.04484269395470614,0.045359149326880746,1905.663405746149,1668.75,0.30558235752938523,0.8317460317460318,0.11701855311758241,0.21588854947724148,0.030384459519618524,0.2938010566939128,0.4088768596979221,0.0,Social communication candidate,high,positive-like candidate,low
960.0,990.0,16.25,6,10,6,0,0,10,0,0,1.0,0.0,0.0,1.0,0.0,0.0,41.5,5.0,130.36804351117715,0.041467618197202655,0.041432132323582914,1967.3391985294745,1593.75,0.26796009952174094,0.5934920634920635,0.057201411760359006,0.22790152502324548,0.0033527870377512495,0.2155181512814789,0.2916488091376265,0.0036907607533862574,Social communication candidate,medium,positive-like candidate,low
990.0,1020.0,16.75,6,14,6,0,0,14,0,0,1.0,0.0,0.0,1.0,0.0,0.0,46.42857142857143,5.0,97.79389573718355,0.04390094482472961,0.045106540123621565,1852.9583024763124,1531.25,0.2329321655928394,0.6188888888888889,0.056287342606900666,0.243540064613647,0.014404321450771279,0.24987222062536937,0.2833631582107069,0.01014510245567031,Social communication candidate,medium,positive-like candidate,low
1020.0,1050.0,17.25,5,20,5,0,0,20,0,0,1.0,0.0,0.0,1.0,0.0,0.0,39.5,5.0,104.68527360653714,0.04563451204448933,0.047389809787273376,2042.428590292929,1425.0,0.25313806621680024,0.626984126984127,0.05053651417695276,0.26461996533935855,0.02635685183125302,0.2738293460697206,0.2847659777591164,0.020537254980610847,Social communication candidate,medium,positive-like candidate,low
1050.0,1080.0,17.75,4,27,3,10,1,17,0,0,0.75,0.37037037037037035,0.25,0.6296296296296297,0.0,0.0,24.814814814814813,5.0,100.91198559610349,0.06973208831968128,0.054151211865246254,7465.8201853390165,13125.0,0.2822459644147486,0.5539285714285713,0.18712768644374972,0.3104365019142102,0.1388138739903097,0.3093027924484939,0.22021952561617858,0.12545527054007719,Social communication candidate,medium,positive-like candidate,low
1080.0,1110.0,18.25,4,31,3,21,1,10,0,0,0.75,0.6774193548387096,0.25,0.3225806451612903,0.0,0.0,22.258064516129032,5.0,112.96928828811987,0.11799325541623175,0.061569682322442504,5130.233698242659,7031.25,0.29680380060973743,0.5793253968253967,0.15472310326934538,0.3692469314092674,0.12261981779684415,0.32510532978667517,0.2231487249128454,0.12846115513188305,Social communication candidate,medium,positive-like candidate,low
1110.0,1140.0,18.75,4,37,2,17,2,20,0,0,0.5,0.4594594594594595,0.5,0.5405405405405406,0.0,0.0,28.243243243243242,5.0,93.7626569112109,0.13716286743009407,0.10360368341207501,7798.996482423324,1734.375,0.2694565334142763,0.4600793650793651,0.23178438941102367,0.4138960522011775,0.23321280500088398,0.29417472097214736,0.11887348407013677,0.22715435364110986,Social communication candidate,low,negative-like candidate,low
1140.0,1170.0,19.25,3,36,1,21,2,13,0,2,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.3611111111111111,0.0,0.05555555555555555,22.63888888888889,5.0,93.07837583442259,0.16034934452424443,0.19625485936800638,17615.856162522225,11656.25,0.33062410815198545,0.37809523809523815,0.3665675838828822,0.4494804564846818,0.3016326828429162,0.2760267061202857,0.07560898733991847,0.30965209811124167,Conflict-like high-intensity activity,low,negative-like candidate,medium
1170.0,1200.0,19.75,0,45,0,24,0,15,0,6,0.0,0.5333333333333333,0.0,0.3333333333333333,0.0,0.13333333333333333,18.0,5.0,107.6959676183754,0.1675584816270404,,,,0.4372759219402156,0.11428571428571428,0.0,0.2981532184228033,0.03310991041026637,0.0,0.1067517009782393,0.10211022898974387,Foraging-like acoustic activity,medium,unknown / mixed,low
1200.0,1230.0,20.25,6,25,4,14,1,8,1,3,0.6666666666666666,0.56,0.16666666666666666,0.32,0.16666666666666666,0.12,22.2,5.0,92.5917785288152,0.14596067473292348,0.0962822573880354,5876.435305489576,9250.0,0.37062915507149696,0.572063492063492,0.19585142828056915,0.43259012198908053,0.16774367167858784,0.24916566839740836,0.21543582118722432,0.18025195679813275,Social communication candidate,medium,unknown / mixed,low
1230.0,1260.0,20.75,4,24,1,12,1,8,2,4,0.25,0.5,0.25,0.3333333333333333,0.5,0.16666666666666666,22.708333333333332,5.0,143.73816779429774,0.14327362350498632,0.18419053126126522,12133.27582627204,17273.4375,0.4400032556813021,0.3598809523809524,0.35398513157985345,0.543310460139073,0.24427143265253182,0.1295693996930678,0.09188657185502946,0.3168956892011427,Conflict-like high-intensity activity,medium,negative-like candidate,medium
